# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-10-30 13:58:34 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03479000 WATAUGA RIVER NEAR SUGAR GROVE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03479000
#            TS   parameter     Description
#        239343       00045     Precipitation, total, inches
#        242355       00065     Gage height, feet
#        313064       63160     Stream water level elevation above NAVD 1988, in feet
#         90260       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	239343_00045	239343_00045_cd	242355_00065	242355_00065_cd	313064_63160	313064_63160_cd	90260_00060	90260_00060_cd
USGS	03479000	2024-09-25 18:00	EDT	0.00	A	2.04	A	2609.72	A	158	A
USGS	03479000	2024-09-25 18:15	EDT	0.05	A	2.07	A	2609.75	A	167	A
USGS	03479000	2024-09-25 18:30	EDT	0.23	A	2.09	A	2609.77	A	173	A
USGS	03479000	2024-09-25 18:45	EDT	0.28	A	2.12	A	2609.80	A	181	A
USGS	03479000	2024-09-25 19:00	EDT	0.05	A	2.19	A	2609.87	A	203	A
USGS	03479000	2024-09-25 19:15	EDT	0.10	A	2.28	A	2609.96	A	233	A
USGS	03479000	2024-09-25 19:30	EDT	0.17	A	2.39	A	2610.07	A	274	A
USGS	03479000	2024-09-25 19:45	EDT	0.43	A	2.52	A	2610.20	A	326	A
USGS	03479000	2024-09-25 20:00	EDT	0.08	A	2.67	A	2610.35	A	394	A
USGS	03479000	2024-09-25 20:15	EDT	0.20	A	2.86	A	2610.54	A	491	A
USGS	03479000	2024-09-25 20:30	EDT	0.17	A	3.05	A	2610.73	A	586	A
USGS	03479000	2024-09-25 20:45	EDT	0.03	A	3.22	A	2610.90	A	674	A
USGS	03479000	2024-09-25 21:00	EDT	0.04	A	3.38	A	2611.06	A	764	A
USGS	03479000	2024-09-25 21:15	EDT	0.14	A	3.51	A	2611.19	A	834	A
USGS	03479000	2024-09-25 21:30	EDT	0.11	A	3.64	A	2611.32	A	902	A
USGS	03479000	2024-09-25 21:45	EDT	0.25	A	3.82	A	2611.50	A	999	A
USGS	03479000	2024-09-25 22:00	EDT	0.35	A	4.03	A	2611.71	A	1120	A
USGS	03479000	2024-09-25 22:15	EDT	0.25	A	4.54	A	2612.22	A	1430	A
USGS	03479000	2024-09-25 22:30	EDT	0.56	A	5.23	A	2612.91	A	1890	A
USGS	03479000	2024-09-25 22:45	EDT	0.25	A	5.84	A	2613.52	A	2310	A
USGS	03479000	2024-09-25 23:00	EDT	0.41	A	6.42	A	2614.10	A	2740	A
USGS	03479000	2024-09-25 23:15	EDT	0.11	A	7.06	A	2614.74	A	3250	A
USGS	03479000	2024-09-25 23:30	EDT	0.05	A	7.47	A	2615.15	A	3590	A
USGS	03479000	2024-09-25 23:45	EDT	0.24	A	7.85	A	2615.53	A	3920	A
USGS	03479000	2024-09-26 00:00	EDT	0.10	A	8.29	A	2615.97	A	4310	A
USGS	03479000	2024-09-26 00:15	EDT	0.05	A	8.72	A	2616.40	A	4710	A
USGS	03479000	2024-09-26 00:30	EDT	0.01	A	9.16	A	2616.84	A	5130	A
USGS	03479000	2024-09-26 00:45	EDT	0.00	A	9.54	A	2617.22	A	5460	A
USGS	03479000	2024-09-26 01:00	EDT	0.01	A	9.92	A	2617.60	A	5790	A
USGS	03479000	2024-09-26 01:15	EDT	0.02	A	10.37	A	2618.05	A	6180	A
USGS	03479000	2024-09-26 01:30	EDT	0.01	A	10.93	A	2618.61	A	6680	A
USGS	03479000	2024-09-26 01:45	EDT	0.02	A	11.39	A	2619.07	A	7100	A
USGS	03479000	2024-09-26 02:00	EDT	0.04	A	11.73	A	2619.41	A	7410	A
USGS	03479000	2024-09-26 02:15	EDT	0.04	A	11.93	A	2619.61	A	7600	A
USGS	03479000	2024-09-26 02:30	EDT	0.02	A	11.96	A	2619.64	A	7630	A
USGS	03479000	2024-09-26 02:45	EDT	0.00	A	11.86	A	2619.54	A	7530	A
USGS	03479000	2024-09-26 03:00	EDT	0.01	A	11.64	A	2619.32	A	7330	A
USGS	03479000	2024-09-26 03:15	EDT	0.00	A	11.39	A	2619.07	A	7100	A
USGS	03479000	2024-09-26 03:30	EDT	0.00	A	11.10	A	2618.78	A	6830	A
USGS	03479000	2024-09-26 03:45	EDT	0.01	A	10.78	A	2618.46	A	6540	A
USGS	03479000	2024-09-26 04:00	EDT	0.04	A	10.46	A	2618.14	A	6260	A
USGS	03479000	2024-09-26 04:15	EDT	0.04	A	10.13	A	2617.81	A	5970	A
USGS	03479000	2024-09-26 04:30	EDT	0.02	A	9.80	A	2617.48	A	5680	A
USGS	03479000	2024-09-26 04:45	EDT	0.04	A	9.47	A	2617.15	A	5400	A
USGS	03479000	2024-09-26 05:00	EDT	0.05	A	9.19	A	2616.87	A	5160	A
USGS	03479000	2024-09-26 05:15	EDT	0.08	A	8.92	A	2616.60	A	4900	A
USGS	03479000	2024-09-26 05:30	EDT	0.04	A	8.66	A	2616.34	A	4650	A
USGS	03479000	2024-09-26 05:45	EDT	0.03	A	8.49	A	2616.17	A	4500	A
USGS	03479000	2024-09-26 06:00	EDT	0.02	A	8.29	A	2615.97	A	4310	A
USGS	03479000	2024-09-26 06:15	EDT	0.09	A	8.15	A	2615.83	A	4190	A
USGS	03479000	2024-09-26 06:30	EDT	0.06	A	8.03	A	2615.71	A	4080	A
USGS	03479000	2024-09-26 06:45	EDT	0.03	A	8.01	A	2615.69	A	4060	A
USGS	03479000	2024-09-26 07:00	EDT	0.02	A	8.02	A	2615.70	A	4070	A
USGS	03479000	2024-09-26 07:15	EDT	0.01	A	8.03	A	2615.71	A	4080	A
USGS	03479000	2024-09-26 07:30	EDT	0.01	A	8.07	A	2615.75	A	4110	A
USGS	03479000	2024-09-26 07:45	EDT	0.01	A	8.10	A	2615.78	A	4140	A
USGS	03479000	2024-09-26 08:00	EDT	0.02	A	8.11	A	2615.79	A	4150	A
USGS	03479000	2024-09-26 08:15	EDT	0.02	A	8.16	A	2615.84	A	4190	A
USGS	03479000	2024-09-26 08:30	EDT	0.02	A	8.21	A	2615.89	A	4240	A
USGS	03479000	2024-09-26 08:45	EDT	0.00	A	8.23	A	2615.91	A	4260	A
USGS	03479000	2024-09-26 09:00	EDT	0.01	A	8.23	A	2615.91	A	4260	A
USGS	03479000	2024-09-26 09:15	EDT	0.00	A	8.22	A	2615.90	A	4250	A
USGS	03479000	2024-09-26 09:30	EDT	0.01	A	8.19	A	2615.87	A	4220	A
USGS	03479000	2024-09-26 09:45	EDT	0.02	A	8.16	A	2615.84	A	4190	A
USGS	03479000	2024-09-26 10:00	EDT	0.01	A	8.13	A	2615.81	A	4170	A
USGS	03479000	2024-09-26 10:15	EDT	0.02	A	8.09	A	2615.77	A	4130	A
USGS	03479000	2024-09-26 10:30	EDT	0.02	A	8.05	A	2615.73	A	4100	A
USGS	03479000	2024-09-26 10:45	EDT	0.01	A	8.00	A	2615.68	A	4050	A
USGS	03479000	2024-09-26 11:00	EDT	0.03	A	7.94	A	2615.62	A	4000	A
USGS	03479000	2024-09-26 11:15	EDT	0.03	A	7.87	A	2615.55	A	3940	A
USGS	03479000	2024-09-26 11:30	EDT	0.02	A	7.80	A	2615.48	A	3880	A
USGS	03479000	2024-09-26 11:45	EDT	0.10	A	7.72	A	2615.40	A	3810	A
USGS	03479000	2024-09-26 12:00	EDT	0.01	A	7.66	A	2615.34	A	3750	A
USGS	03479000	2024-09-26 12:15	EDT	0.01	A	7.60	A	2615.28	A	3700	A
USGS	03479000	2024-09-26 12:30	EDT	0.02	A	7.53	A	2615.21	A	3640	A
USGS	03479000	2024-09-26 12:45	EDT	0.02	A	7.46	A	2615.14	A	3580	A
USGS	03479000	2024-09-26 13:00	EDT	0.01	A	7.43	A	2615.11	A	3560	A
USGS	03479000	2024-09-26 13:15	EDT	0.02	A	7.40	A	2615.08	A	3530	A
USGS	03479000	2024-09-26 13:30	EDT	0.05	A	7.39	A	2615.07	A	3520	A
USGS	03479000	2024-09-26 13:45	EDT	0.08	A	7.39	A	2615.07	A	3520	A
USGS	03479000	2024-09-26 14:00	EDT	0.06	A	7.41	A	2615.09	A	3540	A
USGS	03479000	2024-09-26 14:15	EDT	0.03	A	7.45	A	2615.13	A	3570	A
USGS	03479000	2024-09-26 14:30	EDT	0.03	A	7.53	A	2615.21	A	3640	A
USGS	03479000	2024-09-26 14:45	EDT	0.03	A	7.64	A	2615.32	A	3740	A
USGS	03479000	2024-09-26 15:00	EDT	0.02	A	7.79	A	2615.47	A	3870	A
USGS	03479000	2024-09-26 15:15	EDT	0.01	A	7.96	A	2615.64	A	4020	A
USGS	03479000	2024-09-26 15:30	EDT	0.01	A	8.11	A	2615.79	A	4150	A
USGS	03479000	2024-09-26 15:45	EDT	0.01	A	8.29	A	2615.97	A	4310	A
USGS	03479000	2024-09-26 16:00	EDT	0.04	A	8.46	A	2616.14	A	4470	A
USGS	03479000	2024-09-26 16:15	EDT	0.04	A	8.63	A	2616.31	A	4630	A
USGS	03479000	2024-09-26 16:30	EDT	0.09	A	8.78	A	2616.46	A	4770	A
USGS	03479000	2024-09-26 16:45	EDT	0.08	A	8.99	A	2616.67	A	4970	A
USGS	03479000	2024-09-26 17:00	EDT	0.04	A	9.18	A	2616.86	A	5150	A
USGS	03479000	2024-09-26 17:15	EDT	0.02	A	9.32	A	2617.00	A	5270	A
USGS	03479000	2024-09-26 17:30	EDT	0.02	A	9.44	A	2617.12	A	5370	A
USGS	03479000	2024-09-26 17:45	EDT	0.05	A	9.53	A	2617.21	A	5450	A
USGS	03479000	2024-09-26 18:00	EDT	0.05	A	9.60	A	2617.28	A	5510	A
USGS	03479000	2024-09-26 18:15	EDT	0.07	A	9.68	A	2617.36	A	5580	A
USGS	03479000	2024-09-26 18:30	EDT	0.05	A	9.72	A	2617.40	A	5610	A
USGS	03479000	2024-09-26 18:45	EDT	0.05	A	9.77	A	2617.45	A	5660	A
USGS	03479000	2024-09-26 19:00	EDT	0.06	A	9.85	A	2617.53	A	5730	A
USGS	03479000	2024-09-26 19:15	EDT	0.04	A	9.84	A	2617.52	A	5720	A
USGS	03479000	2024-09-26 19:30	EDT	0.04	A	9.95	A	2617.63	A	5810	A
USGS	03479000	2024-09-26 19:45	EDT	0.03	A	10.02	A	2617.70	A	5870	A
USGS	03479000	2024-09-26 20:00	EDT	0.08	A	10.15	A	2617.83	A	5990	A
USGS	03479000	2024-09-26 20:15	EDT	0.05	A	10.28	A	2617.96	A	6100	A
USGS	03479000	2024-09-26 20:30	EDT	0.06	A	10.42	A	2618.10	A	6220	A
USGS	03479000	2024-09-26 20:45	EDT	0.12	A	10.56	A	2618.24	A	6350	A
USGS	03479000	2024-09-26 21:00	EDT	0.10	A	10.73	A	2618.41	A	6500	A
USGS	03479000	2024-09-26 21:15	EDT	0.05	A	10.92	A	2618.60	A	6670	A
USGS	03479000	2024-09-26 21:30	EDT	0.05	A	11.13	A	2618.81	A	6860	A
USGS	03479000	2024-09-26 21:45	EDT	0.09	A	11.32	A	2619.00	A	7030	A
USGS	03479000	2024-09-26 22:00	EDT	0.11	A	11.53	A	2619.21	A	7230	A
USGS	03479000	2024-09-26 22:15	EDT	0.22	A	11.73	A	2619.41	A	7410	A
USGS	03479000	2024-09-26 22:30	EDT	0.15	A	11.99	A	2619.67	A	7650	A
USGS	03479000	2024-09-26 22:45	EDT	0.13	A	12.26	A	2619.94	A	7910	A
USGS	03479000	2024-09-26 23:00	EDT	0.08	A	12.58	A	2620.26	A	8210	A
USGS	03479000	2024-09-26 23:15	EDT	0.05	A	12.87	A	2620.55	A	8490	A
USGS	03479000	2024-09-26 23:30	EDT	0.05	A	13.18	A	2620.86	A	8790	A
USGS	03479000	2024-09-26 23:45	EDT	0.04	A	13.50	A	2621.18	A	9110	A
USGS	03479000	2024-09-27 00:00	EDT	0.04	A	13.77	A	2621.45	A	9370	A
USGS	03479000	2024-09-27 00:15	EDT	0.05	A	14.04	A	2621.72	A	9640	A
USGS	03479000	2024-09-27 00:30	EDT	0.07	A	14.29	A	2621.97	A	9890	A
USGS	03479000	2024-09-27 00:45	EDT	0.06	A	14.52	A	2622.20	A	10100	A
USGS	03479000	2024-09-27 01:00	EDT	0.06	A	14.69	A	2622.37	A	10300	A
USGS	03479000	2024-09-27 01:15	EDT	0.05	A	14.92	A	2622.60	A	10500	A
USGS	03479000	2024-09-27 01:30	EDT	0.04	A	15.03	A	2622.71	A	10600	A
USGS	03479000	2024-09-27 01:45	EDT	0.02	A	15.23	A	2622.91	A	10900	A
USGS	03479000	2024-09-27 02:00	EDT	0.04	A	15.29	A	2622.97	A	10900	A
USGS	03479000	2024-09-27 02:15	EDT	0.07	A	15.32	A	2623.00	A	10900	A
USGS	03479000	2024-09-27 02:30	EDT	0.10	A	15.35	A	2623.03	A	11000	A
USGS	03479000	2024-09-27 02:45	EDT	0.05	A	15.37	A	2623.05	A	11000	A
USGS	03479000	2024-09-27 03:00	EDT	0.05	A	15.41	A	2623.09	A	11000	A
USGS	03479000	2024-09-27 03:15	EDT	0.11	A	15.33	A	2623.01	A	11000	A
USGS	03479000	2024-09-27 03:30	EDT	0.06	A	15.36	A	2623.04	A	11000	A
USGS	03479000	2024-09-27 03:45	EDT	0.08	A	15.30	A	2622.98	A	10900	A
USGS	03479000	2024-09-27 04:00	EDT	0.08	A	15.28	A	2622.96	A	10900	A
USGS	03479000	2024-09-27 04:15	EDT	0.02	A	15.26	A	2622.94	A	10900	A
USGS	03479000	2024-09-27 04:30	EDT	0.04	A	15.24	A	2622.92	A	10900	A
USGS	03479000	2024-09-27 04:45	EDT	0.04	A	15.21	A	2622.89	A	10800	A
USGS	03479000	2024-09-27 05:00	EDT	0.07	A	15.17	A	2622.85	A	10800	A
USGS	03479000	2024-09-27 05:15	EDT	0.06	A	15.21	A	2622.89	A	10800	A
USGS	03479000	2024-09-27 05:30	EDT	0.03	A	15.28	A	2622.96	A	10900	A
USGS	03479000	2024-09-27 05:45	EDT	0.04	A	15.28	A	2622.96	A	10900	A
USGS	03479000	2024-09-27 06:00	EDT	0.10	A	15.31	A	2622.99	A	10900	A
USGS	03479000	2024-09-27 06:15	EDT	0.09	A	15.36	A	2623.04	A	11000	A
USGS	03479000	2024-09-27 06:30	EDT	0.06	A	15.36	A	2623.04	A	11000	A
USGS	03479000	2024-09-27 06:45	EDT	0.14	A	15.40	A	2623.08	A	11000	A
USGS	03479000	2024-09-27 07:00	EDT	0.10	A	15.44	A	2623.12	A	11100	A
USGS	03479000	2024-09-27 07:15	EDT	0.12	A	15.47	A	2623.15	A	11100	A
USGS	03479000	2024-09-27 07:30	EDT	0.11	A	15.48	A	2623.16	A	11100	A
USGS	03479000	2024-09-27 07:45	EDT	0.12	A	15.53	A	2623.21	A	11200	A
USGS	03479000	2024-09-27 08:00	EDT	0.15	A	15.57	A	2623.25	A	11200	A
USGS	03479000	2024-09-27 08:15	EDT	0.12	A	15.67	A	2623.35	A	11400	A
USGS	03479000	2024-09-27 08:30	EDT	0.10	A	15.79	A	2623.47	A	11500	A
USGS	03479000	2024-09-27 08:45	EDT	0.13	A	15.92	A	2623.60	A	11700	A
USGS	03479000	2024-09-27 09:00	EDT	0.22	A	16.12	A	2623.80	A	12000	A
USGS	03479000	2024-09-27 09:15	EDT	0.27	A	16.38	A	2624.06	A	12300	A
USGS	03479000	2024-09-27 09:30	EDT	0.29	A	16.78	A	2624.46	A	12900	A
USGS	03479000	2024-09-27 09:45	EDT	0.27	A	17.28	A	2624.96	A	13600	A
USGS	03479000	2024-09-27 10:00	EDT	0.20	A	17.89	A	2625.57	A	14600	A
USGS	03479000	2024-09-27 10:15	EDT	0.25	A	18.61	A	2626.29	A	15800	A
USGS	03479000	2024-09-27 10:30	EDT	0.27	A	19.32	A	2627.00	A	17300	A
USGS	03479000	2024-09-27 10:45	EDT	0.33	A	20.15	A	2627.83	A	19100	A
USGS	03479000	2024-09-27 11:00	EDT	0.39	A	21.08	A	2628.76	A	21100	A
USGS	03479000	2024-09-27 11:15	EDT	0.36	A	22.01	A	2629.69	A	23300	A
USGS	03479000	2024-09-27 11:30	EDT	0.15	A	23.00	A	2630.68	A	26000	A
USGS	03479000	2024-09-27 11:45	EDT	0.08	A	23.96	A	2631.64	A	28900	A
USGS	03479000	2024-09-27 12:00	EDT	0.06	A	25.01	A	2632.69	A	32200	A
USGS	03479000	2024-09-27 12:15	EDT	0.05	A	26.10	A	2633.78	A	35800	A
USGS	03479000	2024-09-27 12:30	EDT			27.07	A	2634.75	A	39200	A:e
USGS	03479000	2024-09-27 13:30	EDT							44300	A:e
USGS	03479000	2024-09-27 14:30	EDT							47400	A:e
USGS	03479000	2024-09-27 15:00	EDT			29.57	A	2637.25	A	48800	A
USGS	03479000	2024-09-27 19:15	EDT							35200	A:e
USGS	03479000	2024-09-27 23:15	EDT							22600	A:e
USGS	03479000	2024-09-28 03:15	EDT							14000	A:e
USGS	03479000	2024-09-28 07:15	EDT							8550	A:e
USGS	03479000	2024-09-28 11:15	EDT							5420	A:e
USGS	03479000	2024-09-28 15:15	EDT							3730	A:e
USGS	03479000	2024-09-28 19:15	EDT							2770	A:e
USGS	03479000	2024-09-28 23:15	EDT							2190	A:e
USGS	03479000	2024-09-29 03:15	EDT							1710	A:e
USGS	03479000	2024-09-29 07:15	EDT							1370	A:e
USGS	03479000	2024-09-29 11:15	EDT							1180	A:e
USGS	03479000	2024-09-29 15:15	EDT							1020	A:e
USGS	03479000	2024-09-29 19:15	EDT							893	A:e
USGS	03479000	2024-09-29 23:15	EDT							787	A:e
