# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-10-30 12:55:20 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03451500 FRENCH BROAD RIVER AT ASHEVILLE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03451500
#            TS   parameter     Description
#        249448       00400     pH, water, unfiltered, field, standard units
#        249452       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#        249456       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        308772       63160     Stream water level elevation above NAVD 1988, in feet
#        350941       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), FINAL
#         90197       00010     Temperature, water, degrees Celsius
#         90198       00060     Discharge, cubic feet per second
#         90199       00065     Gage height, feet
#         90202       00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     >  Actual value is known to be greater than reported value.
# 
agency_cd	site_no	datetime	tz_cd	249448_00400	249448_00400_cd	249452_00300	249452_00300_cd	249456_00095	249456_00095_cd	308772_63160	308772_63160_cd	350941_63680	350941_63680_cd	90197_00010	90197_00010_cd	90198_00060	90198_00060_cd	90199_00065	90199_00065_cd	90202_00045	90202_00045_cd
USGS	03451500	2024-09-23 13:15	EDT	7.5	A	8.4	A	59	A	1951.26	A	5.8	P	22.8	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 13:30	EDT	7.5	A	8.4	A	59	A	1951.26	A	5.5	P	23.0	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 13:45	EDT	7.5	A	8.5	A	59	A	1951.26	A	5.5	P	23.1	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 14:00	EDT	7.6	A	8.5	A	59	A	1951.26	A	5.7	P	23.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 14:15	EDT	7.6	A	8.6	A	59	A	1951.25	A	5.4	P	23.4	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-23 14:30	EDT	7.6	A	8.6	A	59	A	1951.26	A	5.4	P	23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 14:45	EDT	7.6	A	8.6	A	59	A	1951.25	A	5.4	P	23.5	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-23 15:00	EDT	7.6	A	8.6	A	59	A	1951.26	A	5.3	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 15:15	EDT	7.7	A	8.6	A	58	A	1951.26	A	5.2	P	23.7	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 15:30	EDT	7.7	A	8.7	A	58	A	1951.25	A	5.2	P	23.8	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-23 15:45	EDT	7.7	A	8.6	A	58	A	1951.25	A	5.0	P	23.8	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-23 16:00	EDT	7.7	A	8.6	A	58	A	1951.26	A	5.3	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 16:15	EDT	7.6	A	8.5	A	58	A	1951.26	A	5.4	P	23.4	A	738	A	1.33	A	0.02	A
USGS	03451500	2024-09-23 16:30	EDT	7.6	A	8.4	A	58	A	1951.26	A	5.1	P	23.3	A	738	A	1.33	A	0.02	A
USGS	03451500	2024-09-23 16:45	EDT	7.6	A	8.4	A	58	A	1951.25	A	5.2	P	23.2	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-23 17:00	EDT	7.6	A	8.4	A	58	A	1951.25	A	5.3	P	23.2	A	727	A	1.32	A	0.02	A
USGS	03451500	2024-09-23 17:15	EDT	7.6	A	8.4	A	58	A	1951.26	A	5.5	P	23.3	A	738	A	1.33	A	0.02	A
USGS	03451500	2024-09-23 17:30	EDT	7.6	A	8.4	A	59	A	1951.26	A	5.7	P	23.3	A	738	A	1.33	A	0.01	A
USGS	03451500	2024-09-23 17:45	EDT	7.6	A	8.4	A	58	A	1951.26	A	5.4	P	23.4	A	738	A	1.33	A	0.02	A
USGS	03451500	2024-09-23 18:00	EDT	7.5	A	8.3	A	58	A	1951.26	A			23.4	A	738	A	1.33	A	0.04	A
USGS	03451500	2024-09-23 18:15	EDT	7.6	A	8.3	A	58	A	1951.26	A			23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 18:30	EDT	7.5	A	8.3	A	58	A	1951.26	A	5.7	P	23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 18:45	EDT	7.5	A	8.3	A	58	A	1951.26	A	5.7	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 19:00	EDT	7.5	A	8.2	A	58	A	1951.26	A	5.6	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 19:15	EDT	7.5	A	8.2	A	58	A	1951.26	A	5.5	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 19:30	EDT	7.5	A	8.2	A	58	A	1951.26	A	5.7	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 19:45	EDT	7.5	A	8.2	A	58	A	1951.26	A	6.1	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 20:00	EDT	7.5	A	8.1	A	58	A	1951.27	A	5.8	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 20:15	EDT	7.5	A	8.1	A	58	A	1951.27	A	5.7	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 20:30	EDT	7.5	A	8.0	A	58	A	1951.27	A	6.1	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 20:45	EDT	7.5	A	8.0	A	58	A	1951.27	A	5.9	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 21:00	EDT	7.4	A	8.0	A	58	A	1951.27	A	6.2	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 21:15	EDT	7.4	A	8.0	A	59	A	1951.27	A	6.7	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 21:30	EDT	7.4	A	7.9	A	59	A	1951.27	A	6.7	P	23.6	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-23 21:45	EDT	7.4	A	7.9	A	59	A	1951.26	A	6.3	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 22:00	EDT	7.4	A	7.8	A	59	A	1951.26	A	6.4	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 22:15	EDT	7.4	A	7.8	A	60	A	1951.26	A	6.6	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 22:30	EDT	7.4	A	7.8	A	61	A	1951.26	A	6.1	P	23.6	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 22:45	EDT	7.4	A	7.8	A	61	A	1951.26	A	6.4	P	23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 23:00	EDT	7.4	A	7.8	A	61	A	1951.26	A	6.5	P	23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 23:15	EDT	7.4	A	7.7	A	60	A	1951.26	A	5.9	P	23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 23:30	EDT	7.4	A	7.7	A	60	A	1951.26	A	6.2	P	23.5	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-23 23:45	EDT	7.3	A	7.7	A	59	A	1951.26	A	5.9	P	23.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-24 00:00	EDT	7.3	A	7.7	A	59	A	1951.26	A	5.7	P	23.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-24 00:15	EDT	7.3	A	7.7	A	59	A	1951.26	A	6.3	P	23.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-24 00:30	EDT	7.3	A	7.6	A	59	A	1951.26	A	6.5	P	23.4	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-24 00:45	EDT	7.3	A	7.6	A	58	A	1951.26	A	6.2	P	23.3	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-24 01:00	EDT	7.3	A	7.6	A	58	A	1951.25	A	6.0	P	23.3	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 01:15	EDT	7.3	A	7.6	A	58	A	1951.25	A	6.8	P	23.3	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 01:30	EDT	7.3	A	7.6	A	58	A	1951.25	A	6.0	P	23.2	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 01:45	EDT	7.3	A	7.6	A	58	A	1951.25	A	6.0	P	23.2	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 02:00	EDT	7.3	A	7.5	A	58	A	1951.25	A	6.4	P	23.2	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 02:15	EDT	7.3	A	7.5	A	58	A	1951.25	A	5.9	P	23.1	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 02:30	EDT	7.3	A	7.5	A	58	A	1951.25	A	7.1	P	23.1	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 02:45	EDT	7.3	A	7.5	A	58	A	1951.25	A	7.9	P	23.1	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 03:00	EDT	7.2	A	7.5	A	58	A	1951.25	A	6.6	P	23.0	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 03:15	EDT	7.2	A	7.5	A	58	A	1951.25	A	6.5	P	23.0	A	727	A	1.32	A	0.00	A
USGS	03451500	2024-09-24 03:30	EDT	7.2	A	7.4	A	58	A	1951.26	A	6.6	P	23.0	A	738	A	1.33	A	0.00	A
USGS	03451500	2024-09-24 03:45	EDT	7.2	A	7.4	A	59	A	1951.27	A	6.9	P	23.0	A	748	A	1.34	A	0.00	A
USGS	03451500	2024-09-24 04:00	EDT	7.2	A	7.4	A	59	A	1951.30	A	6.9	P	22.9	A	780	A	1.37	A	0.00	A
USGS	03451500	2024-09-24 04:15	EDT	7.2	A	7.4	A	59	A	1951.34	A	7.2	P	22.9	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-24 04:30	EDT	7.2	A	7.4	A	59	A	1951.37	A	7.9	P	22.9	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-24 04:45	EDT	7.2	A	7.4	A	59	A	1951.39	A	9.0	P	22.9	A	881	A	1.46	A	0.00	A
USGS	03451500	2024-09-24 05:00	EDT	7.2	A	7.4	A	59	A	1951.40	A	10.6	P	22.9	A	892	A	1.47	A	0.00	A
USGS	03451500	2024-09-24 05:15	EDT	7.2	A	7.4	A	59	A	1951.40	A	9.4	P	22.9	A	892	A	1.47	A	0.00	A
USGS	03451500	2024-09-24 05:30	EDT	7.2	A	7.3	A	59	A	1951.40	A	9.4	P	22.9	A	892	A	1.47	A	0.00	A
USGS	03451500	2024-09-24 05:45	EDT	7.2	A	7.3	A	59	A	1951.40	A	9.2	P	22.9	A	892	A	1.47	A	0.00	A
USGS	03451500	2024-09-24 06:00	EDT	7.2	A	7.3	A	61	A	1951.39	A	10.2	P	22.9	A	881	A	1.46	A	0.00	A
USGS	03451500	2024-09-24 06:15	EDT	7.2	A	7.3	A	64	A	1951.39	A	12.4	P	22.8	A	881	A	1.46	A	0.00	A
USGS	03451500	2024-09-24 06:30	EDT	7.2	A	7.3	A	68	A	1951.38	A	14.4	P	22.6	A	869	A	1.45	A	0.00	A
USGS	03451500	2024-09-24 06:45	EDT	7.2	A	7.4	A	69	A	1951.38	A	15.8	P	22.5	A	869	A	1.45	A	0.00	A
USGS	03451500	2024-09-24 07:00	EDT	7.2	A	7.4	A	70	A	1951.37	A	14.7	P	22.5	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-24 07:15	EDT	7.2	A	7.4	A	70	A	1951.37	A	15.5	P	22.4	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-24 07:30	EDT	7.2	A	7.4	A	69	A	1951.37	A	14.3	P	22.4	A	858	A	1.44	A	0.00	A
USGS	03451500	2024-09-24 07:45	EDT	7.2	A	7.4	A	69	A	1951.36	A	14.0	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-24 08:00	EDT	7.2	A	7.4	A	68	A	1951.36	A	14.1	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-24 08:15	EDT	7.2	A	7.4	A	67	A	1951.36	A	13.0	P	22.4	A	847	A	1.43	A	0.00	A
USGS	03451500	2024-09-24 08:30	EDT	7.2	A	7.4	A	67	A	1951.35	A	12.7	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 08:45	EDT	7.2	A	7.4	A	66	A	1951.35	A	12.3	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 09:00	EDT	7.2	A	7.4	A	65	A	1951.35	A	11.7	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 09:15	EDT	7.2	A	7.4	A	65	A	1951.35	A	11.5	P	22.4	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 09:30	EDT	7.2	A	7.5	A	64	A	1951.35	A	10.7	P	22.5	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 09:45	EDT	7.2	A	7.5	A	64	A	1951.35	A	9.9	P	22.5	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 10:00	EDT	7.2	A	7.5	A	64	A	1951.35	A	9.9	P	22.5	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 10:15	EDT	7.2	A	7.6	A	63	A	1951.35	A	10.0	P	22.5	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 10:30	EDT	7.2	A	7.6	A	63	A	1951.35	A	9.4	P	22.5	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 10:45	EDT	7.3	A	7.6	A	63	A	1951.35	A	9.5	P	22.5	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 11:00	EDT	7.3	A	7.7	A	63	A	1951.34	A	9.0	P	22.5	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-24 11:15	EDT	7.3	A	7.8	A	62	A	1951.35	A	8.7	P	22.6	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 11:30	EDT	7.3	A	7.8	A	62	A	1951.34	A	8.7	P	22.6	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-24 11:45	EDT	7.3	A	7.9	A	62	A	1951.35	A	8.3	P	22.7	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 12:00	EDT	7.4	A	7.9	A	62	A	1951.35	A	8.3	P	22.8	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 12:15	EDT	7.4	A	8.0	A	61	A	1951.34	A	8.4	P	22.9	A	824	A	1.41	A	0.00	A
USGS	03451500	2024-09-24 12:30	EDT	7.4	A	8.1	A	61	A	1951.35	A	8.1	P	23.0	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 12:45	EDT	7.4	A	8.1	A	61	A	1951.35	A	7.6	P	23.1	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 13:00	EDT	7.4	A	8.2	A	61	A	1951.35	A	7.7	P	23.2	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 13:15	EDT	7.4	A	8.2	A	61	A	1951.35	A	7.3	P	23.2	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 13:30	EDT	7.5	A	8.2	A	61	A	1951.35	A	7.8	P	23.3	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 13:45	EDT	7.5	A	8.2	A	60	A	1951.35	A	7.3	P	23.3	A	836	A	1.42	A	0.00	A
USGS	03451500	2024-09-24 14:00	EDT	7.5	A	8.2	A	60	A	1951.35	A	6.9	P	23.3	A	836	A	1.42	A	0.02	A
USGS	03451500	2024-09-24 14:15	EDT	7.4	A	8.1	A	60	A	1951.36	A	7.0	P	23.2	A	847	A	1.43	A	0.04	A
USGS	03451500	2024-09-24 14:30	EDT	7.4	A	8.0	A	60	A	1951.36	A	7.9	P	23.1	A	847	A	1.43	A	0.02	A
USGS	03451500	2024-09-24 14:45	EDT	7.4	A	7.9	A	60	A	1951.38	A	10.4	P	23.0	A	869	A	1.45	A	0.00	A
USGS	03451500	2024-09-24 15:00	EDT	7.3	A	7.9	A	60	A	1951.40	A	11.3	P	23.0	A	892	A	1.47	A	0.01	A
USGS	03451500	2024-09-24 15:15	EDT	7.3	A	7.9	A	59	A	1951.42	A	11.6	P	22.9	A	916	A	1.49	A	0.00	A
USGS	03451500	2024-09-24 15:30	EDT	7.3	A	7.9	A	60	A	1951.46	A	16.9	P	22.9	A	963	A	1.53	A	0.00	A
USGS	03451500	2024-09-24 15:45	EDT	7.3	A	7.9	A	59	A	1951.50	A	22.1	P	22.9	A	1010	A	1.57	A	0.00	A
USGS	03451500	2024-09-24 16:00	EDT	7.3	A	7.9	A	59	A	1951.51	A	25.6	P	23.0	A	1020	A	1.58	A	0.00	A
USGS	03451500	2024-09-24 16:15	EDT	7.3	A	8.0	A	58	A	1951.51	A	20.4	P	23.1	A	1020	A	1.58	A	0.00	A
USGS	03451500	2024-09-24 16:30	EDT	7.4	A	8.0	A	59	A	1951.51	A	20.8	P	23.2	A	1020	A	1.58	A	0.00	A
USGS	03451500	2024-09-24 16:45	EDT	7.4	A	8.0	A	61	A	1951.51	A	31.4	P	23.3	A	1020	A	1.58	A	0.00	A
USGS	03451500	2024-09-24 17:00	EDT	7.3	A	7.8	A	65	A	1951.53	A	38.0	P	23.4	A	1050	A	1.60	A	0.00	A
USGS	03451500	2024-09-24 17:15	EDT	7.2	A	7.6	A	66	A	1951.55	A	45.2	P	23.5	A	1070	A	1.62	A	0.00	A
USGS	03451500	2024-09-24 17:30	EDT	7.2	A	7.7	A	60	A	1951.57	A	40.8	P	23.6	A	1100	A	1.64	A	0.00	A
USGS	03451500	2024-09-24 17:45	EDT	7.3	A	7.8	A	56	A	1951.58	A	31.7	P	23.6	A	1110	A	1.65	A	0.00	A
USGS	03451500	2024-09-24 18:00	EDT	7.3	A	7.9	A	55	A	1951.60	A	28.0	P	23.6	A	1140	A	1.67	A	0.00	A
USGS	03451500	2024-09-24 18:15	EDT	7.3	A	7.9	A	55	A	1951.62	A	21.9	P	23.5	A	1160	A	1.69	A	0.00	A
USGS	03451500	2024-09-24 18:30	EDT	7.3	A	7.9	A	56	A	1951.64	A	21.5	P	23.5	A	1190	A	1.71	A	0.00	A
USGS	03451500	2024-09-24 18:45	EDT	7.3	A	7.9	A	57	A	1951.66	A	24.4	P	23.4	A	1220	A	1.73	A	0.00	A
USGS	03451500	2024-09-24 19:00	EDT	7.3	A	7.8	A	57	A	1951.67	A	23.6	P	23.3	A	1230	A	1.74	A	0.00	A
USGS	03451500	2024-09-24 19:15	EDT	7.3	A	7.8	A	57	A	1951.68	A	25.6	P	23.2	A	1250	A	1.75	A	0.00	A
USGS	03451500	2024-09-24 19:30	EDT	7.2	A	7.7	A	57	A	1951.68	A	27.5	P	23.2	A	1250	A	1.75	A	0.00	A
USGS	03451500	2024-09-24 19:45	EDT	7.2	A	7.7	A	57	A	1951.69	A	27.9	P	23.1	A	1260	A	1.76	A	0.00	A
USGS	03451500	2024-09-24 20:00	EDT	7.2	A	7.7	A	58	A	1951.69	A	30.1	P	23.0	A	1260	A	1.76	A	0.00	A
USGS	03451500	2024-09-24 20:15	EDT	7.2	A	7.6	A	57	A	1951.69	A	33.4	P	22.9	A	1260	A	1.76	A	0.00	A
USGS	03451500	2024-09-24 20:30	EDT	7.2	A	7.6	A	56	A	1951.69	A	32.3	P	22.9	A	1260	A	1.76	A	0.00	A
USGS	03451500	2024-09-24 20:45	EDT	7.2	A	7.6	A	55	A	1951.69	A	33.5	P	22.8	A	1260	A	1.76	A	0.00	A
USGS	03451500	2024-09-24 21:00	EDT	7.2	A	7.6	A	54	A	1951.69	A	31.1	P	22.8	A	1260	A	1.76	A	0.00	A
USGS	03451500	2024-09-24 21:15	EDT	7.2	A	7.6	A	54	A	1951.68	A	28.7	P	22.8	A	1250	A	1.75	A	0.00	A
USGS	03451500	2024-09-24 21:30	EDT	7.2	A	7.6	A	54	A	1951.68	A	29.7	P	22.8	A	1250	A	1.75	A	0.00	A
USGS	03451500	2024-09-24 21:45	EDT	7.2	A	7.6	A	54	A	1951.70	A	31.9	P	22.8	A	1270	A	1.77	A	0.00	A
USGS	03451500	2024-09-24 22:00	EDT	7.2	A	7.6	A	55	A	1951.78	A	29.5	P	22.7	A	1380	A	1.85	A	0.00	A
USGS	03451500	2024-09-24 22:15	EDT	7.2	A	7.6	A	56	A	1951.88	A	32.6	P	22.7	A	1530	A	1.95	A	0.00	A
USGS	03451500	2024-09-24 22:30	EDT	7.2	A	7.6	A	56	A	1951.96	A	39.2	P	22.7	A	1650	A	2.03	A	0.00	A
USGS	03451500	2024-09-24 22:45	EDT	7.2	A	7.6	A	56	A	1952.01	A	45.7	P	22.7	A	1730	A	2.08	A	0.00	A
USGS	03451500	2024-09-24 23:00	EDT	7.2	A	7.5	A	56	A	1952.02	A	47.1	P	22.7	A	1750	A	2.09	A	0.00	A
USGS	03451500	2024-09-24 23:15	EDT	7.1	A	7.4	A	57	A	1952.02	A	65.1	P	22.5	A	1750	A	2.09	A	0.00	A
USGS	03451500	2024-09-24 23:30	EDT	7.0	A	7.3	A	59	A	1952.00	A	114	P	22.3	A	1720	A	2.07	A	0.00	A
USGS	03451500	2024-09-24 23:45	EDT	7.0	A	7.2	A	59	A	1951.98	A	140	P	22.1	A	1690	A	2.05	A	0.00	A
USGS	03451500	2024-09-25 00:00	EDT	7.0	A	7.2	A	58	A	1951.95	A	144	P	22.0	A	1640	A	2.02	A	0.00	A
USGS	03451500	2024-09-25 00:15	EDT	7.0	A	7.2	A	58	A	1951.93	A	138	P	22.0	A	1610	A	2.00	A	0.00	A
USGS	03451500	2024-09-25 00:30	EDT	7.0	A	7.2	A	59	A	1951.91	A	133	P	21.9	A	1580	A	1.98	A	0.00	A
USGS	03451500	2024-09-25 00:45	EDT	7.0	A	7.3	A	59	A	1951.89	A	122	P	21.9	A	1550	A	1.96	A	0.00	A
USGS	03451500	2024-09-25 01:00	EDT	7.0	A	7.3	A	59	A	1951.88	A	115	P	21.9	A	1530	A	1.95	A	0.00	A
USGS	03451500	2024-09-25 01:15	EDT	7.0	A	7.4	A	59	A	1951.86	A	105	P	21.9	A	1500	A	1.93	A	0.00	A
USGS	03451500	2024-09-25 01:30	EDT	7.0	A	7.4	A	59	A	1951.85	A	91.5	P	21.9	A	1490	A	1.92	A	0.00	A
USGS	03451500	2024-09-25 01:45	EDT	7.0	A	7.4	A	59	A	1951.85	A	90.9	P	21.9	A	1490	A	1.92	A	0.00	A
USGS	03451500	2024-09-25 02:00	EDT	7.0	A	7.4	A	58	A	1951.83	A	90.3	P	21.9	A	1460	A	1.90	A	0.00	A
USGS	03451500	2024-09-25 02:15	EDT	7.0	A	7.4	A	57	A	1951.82	A	91.1	P	21.9	A	1440	A	1.89	A	0.00	A
USGS	03451500	2024-09-25 02:30	EDT	7.0	A	7.4	A	56	A	1951.81	A	93.2	P	21.9	A	1430	A	1.88	A	0.00	A
USGS	03451500	2024-09-25 02:45	EDT	7.0	A	7.4	A	55	A	1951.80	A	89.2	P	21.8	A	1410	A	1.87	A	0.00	A
USGS	03451500	2024-09-25 03:00	EDT	7.0	A	7.4	A	53	A	1951.79	A	94.9	P	21.8	A	1400	A	1.86	A	0.00	A
USGS	03451500	2024-09-25 03:15	EDT	7.0	A	7.4	A	52	A	1951.78	A	93.4	P	21.8	A	1380	A	1.85	A	0.00	A
USGS	03451500	2024-09-25 03:30	EDT	7.0	A	7.4	A	50	A	1951.78	A	96.2	P	21.8	A	1380	A	1.85	A	0.00	A
USGS	03451500	2024-09-25 03:45	EDT	7.0	A	7.4	A	49	A	1951.77	A	97.4	P	21.7	A	1370	A	1.84	A	0.00	A
USGS	03451500	2024-09-25 04:00	EDT	7.0	A	7.4	A	48	A	1951.77	A	110	P	21.7	A	1370	A	1.84	A	0.00	A
USGS	03451500	2024-09-25 04:15	EDT	7.0	A	7.4	A	47	A	1951.77	A	111	P	21.6	A	1370	A	1.84	A	0.00	A
USGS	03451500	2024-09-25 04:30	EDT	7.0	A	7.4	A	46	A	1951.76	A	111	P	21.6	A	1360	A	1.83	A	0.00	A
USGS	03451500	2024-09-25 04:45	EDT	7.0	A	7.4	A	46	A	1951.76	A	117	P	21.6	A	1360	A	1.83	A	0.00	A
USGS	03451500	2024-09-25 05:00	EDT	7.0	A	7.4	A	45	A	1951.76	A	123	P	21.5	A	1360	A	1.83	A	0.00	A
USGS	03451500	2024-09-25 05:15	EDT	7.0	A	7.4	A	45	A	1951.76	A	123	P	21.5	A	1360	A	1.83	A	0.00	A
USGS	03451500	2024-09-25 05:30	EDT	7.0	A	7.4	A	45	A	1951.75	A	122	P	21.4	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 05:45	EDT	7.0	A	7.4	A	45	A	1951.75	A	124	P	21.4	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 06:00	EDT	7.0	A	7.4	A	45	A	1951.75	A	123	P	21.4	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 06:15	EDT	7.0	A	7.4	A	45	A	1951.75	A	116	P	21.4	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 06:30	EDT	7.0	A	7.4	A	45	A	1951.75	A	112	P	21.4	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 06:45	EDT	7.0	A	7.4	A	46	A	1951.75	A	109	P	21.3	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 07:00	EDT	7.0	A	7.4	A	46	A	1951.75	A	105	P	21.3	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 07:15	EDT	7.0	A	7.4	A	46	A	1951.75	A	102	P	21.3	A	1340	A	1.82	A	0.00	A
USGS	03451500	2024-09-25 07:30	EDT	7.0	A	7.4	A	47	A	1951.74	A	99.9	P	21.3	A	1330	A	1.81	A	0.00	A
USGS	03451500	2024-09-25 07:45	EDT	7.0	A	7.4	A	47	A	1951.74	A	94.8	P	21.3	A	1330	A	1.81	A	0.00	A
USGS	03451500	2024-09-25 08:00	EDT	7.0	A	7.4	A	47	A	1951.74	A	89.8	P	21.2	A	1330	A	1.81	A	0.00	A
USGS	03451500	2024-09-25 08:15	EDT	7.0	A	7.5	A	48	A	1951.74	A	85.8	P	21.2	A	1330	A	1.81	A	0.00	A
USGS	03451500	2024-09-25 08:30	EDT	7.0	A	7.5	A	48	A	1951.74	A	89.5	P	21.2	A	1330	A	1.81	A	0.00	A
USGS	03451500	2024-09-25 08:45	EDT	7.0	A	7.5	A	49	A	1951.73	A	79.3	P	21.2	A	1310	A	1.80	A	0.00	A
USGS	03451500	2024-09-25 09:00	EDT	7.0	A	7.5	A	49	A	1951.73	A	75.3	P	21.2	A	1310	A	1.80	A	0.00	A
USGS	03451500	2024-09-25 09:15	EDT	7.0	A	7.5	A	49	A	1951.73	A	72.2	P	21.2	A	1310	A	1.80	A	0.00	A
